lieu,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
"3 av de Ceinture, 95880 Enghien les bains",48.970185,2.303335,3 Avenue de Ceinture 95880 Enghien-les-Bains,0.8429503305785123,0.7144049407114624,housenumber,95210_0150_00003,3,3 Avenue de Ceinture,Avenue de Ceinture,95880,Enghien-les-Bains,"95, Val-d'Oise, Île-de-France",95210,,,,ok
"23, rue de Paris, 94340 Joinville le pont",48.818187,2.466932,23 Rue de Paris 94340 Joinville-le-Pont,0.9695136363636363,,housenumber,94042_7125_00023,23,23 Rue de Paris,Rue de Paris,94340,Joinville-le-Pont,"94, Val-de-Marne, Île-de-France",94042,,,,ok
"Chateau de Versailles, 78000 Versailles",48.800878,2.12262,Rue du Vieux Versailles 78000 Versailles,0.656504466403162,0.591943953488372,street,78646_3180,,Rue du Vieux Versailles,Rue du Vieux Versailles,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
"rue Pasteur, 06400 Cannes",43.550056,7.029159,Rue Pasteur 06400 Cannes,0.9707163636363635,,street,06029_2920,,Rue Pasteur,Rue Pasteur,06400,Cannes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06029,,,,ok
"1 bis, rue Vernier, 06000 Nice",43.707354,7.263169,1bis Rue Vernier 06000 Nice,0.882681948051948,,housenumber,06088_6635_00001_bis,1bis,1bis Rue Vernier,Rue Vernier,06000,Nice,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06088,,,,ok
"Île Seguin, 92100 Boulogne billancourt",48.827741,2.234805,Cours de l'Ile Seguin 92100 Boulogne-Billancourt,0.7622158607350096,0.684688347107438,street,92012_8534,,Cours de l'Ile Seguin,Cours de l'Ile Seguin,92100,Boulogne-Billancourt,"92, Hauts-de-Seine, Île-de-France",92012,,,,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"78, rue Cardinet, 75017 Paris",48.884204,2.309259,78 Rue Cardinet 75017 Paris,0.9827790909090908,0.7859396480938415,housenumber,75117_1550_00078,78,78 Rue Cardinet,Rue Cardinet,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"16 Av. du Maréchal de Lattre de Tassigny, 92360 Meudon la foret",48.787295,2.232519,16 Avenue du Maréchal de Lattre de Tassigny 92360 Meudon,0.7588452447552447,,housenumber,92048_1602_00016,16,16 Avenue du Maréchal de Lattre de Tassigny,Avenue du Maréchal de Lattre de Tassigny,92360,Meudon,"92, Hauts-de-Seine, Île-de-France",92048,,,,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"16, rue de Clichy, 75009 Paris",48.878381,2.330067,16 Rue de Clichy 75009 Paris,0.9748663636363637,0.7006567448680352,housenumber,75109_2116_00016,16,16 Rue de Clichy,Rue de Clichy,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
"2 rue Palatine, 75006 Paris",48.850827,2.335586,2 Rue Palatine 75006 Paris,0.9626872727272726,,housenumber,75106_7014_00002,2,2 Rue Palatine,Rue Palatine,75006,Paris,"75, Paris, Île-de-France",75106,,,Paris 6e Arrondissement,ok
"6 rue Pierre au Lard, 75004 Paris",48.859764,2.353086,6 Rue Pierre au Lard 75004 Paris,0.9602645454545454,,housenumber,75104_7407_00006,6,6 Rue Pierre au Lard,Rue Pierre au Lard,75004,Paris,"75, Paris, Île-de-France",75104,,,Paris 4e Arrondissement,ok
"5, rue du Plateau, 75019 Paris",48.877926,2.385191,5 Rue du Plateau 75019 Paris,0.9762772727272725,0.704110320855615,housenumber,75119_7528_00005,5,5 Rue du Plateau,Rue du Plateau,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
"1 Place Jean Vilar, 94400 Vitry sur seine",48.788628,2.390371,1 Place Jean Vilar 94400 Vitry-sur-Seine,0.9593772727272727,,housenumber,94081_4745_00001,1,1 Place Jean Vilar,Place Jean Vilar,94400,Vitry-sur-Seine,"94, Val-de-Marne, Île-de-France",94081,,,,ok
"80 Boulevard Rochechouart, 75018 Paris",48.882862,2.343026,80 Boulevard Marguerite de Rochechouart 75018 Paris,0.7239399999999999,,housenumber,75118_8288_00080,80,80 Boulevard Marguerite de Rochechouart,Boulevard Marguerite de Rochechouart,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
"1 rue Maryse Bastié, 69500 Bron",45.726921,4.920796,1 Rue Maryse Bastié 69500 Bron,0.9669790909090908,,housenumber,69029_1192_00001,1,1 Rue Maryse Bastié,Rue Maryse Bastié,69500,Bron,"69, Rhône, Auvergne-Rhône-Alpes",69029,,,,ok
"50 rue de la République, 69680 Chassieu",45.742648,4.97193,50 Rue de la République 69680 Chassieu,0.9650181818181818,0.7499261862527716,housenumber,69271_0800_00050,50,50 Rue de la République,Rue de la République,69680,Chassieu,"69, Rhône, Auvergne-Rhône-Alpes",69271,,,,ok
"22 rue Claude Drivon, 42800 Rive de gier",45.527985,4.612684,22 Rue Claude Drivon 42800 Rive-de-Gier,0.9681836363636362,,housenumber,42186_0176_00022,22,22 Rue Claude Drivon,Rue Claude Drivon,42800,Rive-de-Gier,"42, Loire, Auvergne-Rhône-Alpes",42186,,,,ok
"78, rue Cardinet, 75017 Paris",48.884204,2.309259,78 Rue Cardinet 75017 Paris,0.9827790909090908,0.7859396480938415,housenumber,75117_1550_00078,78,78 Rue Cardinet,Rue Cardinet,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"1 boulevard Poissonnière, 75002 Paris",48.870556,2.347666,1 Boulevard Poissonnière 75002 Paris,0.962241818181818,0.63990331002331,housenumber,75102_7560_00001,1,1 Boulevard Poissonnière,Boulevard Poissonnière,75002,Paris,"75, Paris, Île-de-France",75102,,,Paris 2e Arrondissement,ok
"95 rue de Passy, 75016 Paris",48.858046,2.275407,95 Rue de Passy 75016 Paris,0.9795318181818181,0.6922190909090907,housenumber,75116_7087_00095,95,95 Rue de Passy,Rue de Passy,75016,Paris,"75, Paris, Île-de-France",75116,,,Paris 16e Arrondissement,ok
"80 Rue Yves Decugis, 59650 Villeneuve d'ascq",50.618384,3.14172,80 Rue Yves Decugis 59650 Villeneuve-d'Ascq,0.9740045454545453,,housenumber,59009_7600_00080,80,80 Rue Yves Decugis,Rue Yves Decugis,59650,Villeneuve-d'Ascq,"59, Nord, Hauts-de-France",59009,,,,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"1 bis, rue Vernier, 06000 Nice",43.707354,7.263169,1bis Rue Vernier 06000 Nice,0.882681948051948,,housenumber,06088_6635_00001_bis,1bis,1bis Rue Vernier,Rue Vernier,06000,Nice,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06088,,,,ok
"5, rue Biot, 75017 Paris",48.883969,2.326383,5 Rue Biot 75017 Paris,0.9743509090909089,,housenumber,75117_0976_00005,5,5 Rue Biot,Rue Biot,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"1 place Charles Dullin, 75018 Paris",48.88338,2.342473,1 Place Charles Dullin 75018 Paris,0.9688254545454545,,housenumber,75118_1827_00001,1,1 Place Charles Dullin,Place Charles Dullin,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
"Île Seguin, 92100 Boulogne billancourt",48.827741,2.234805,Cours de l'Ile Seguin 92100 Boulogne-Billancourt,0.7622158607350096,0.684688347107438,street,92012_8534,,Cours de l'Ile Seguin,Cours de l'Ile Seguin,92100,Boulogne-Billancourt,"92, Hauts-de-Seine, Île-de-France",92012,,,,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"10 boulevard Montmartre, 75009 Paris",48.871839,2.341972,10 Boulevard Montmartre 75009 Paris,0.9654145454545453,0.5570169696969697,housenumber,75109_6510_00010,10,10 Boulevard Montmartre,Boulevard Montmartre,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
"25 rue Saint Exupery, 34430 Saint jean de védas",43.56244,3.841882,25 Rue Antoine de Saint Exupery 34430 Saint-Jean-de-Védas,0.7839140259740259,,housenumber,34270_0227_00025,25,25 Rue Antoine de Saint Exupery,Rue Antoine de Saint Exupery,34430,Saint-Jean-de-Védas,"34, Hérault, Occitanie",34270,,,,ok
"7 rue Orsel, 69600 Oullins",45.716432,4.810701,7 Rue Orsel 69600 Oullins,0.9636145454545454,,housenumber,69149_0730_00007,7,7 Rue Orsel,Rue Orsel,69600,Oullins,"69, Rhône, Auvergne-Rhône-Alpes",69149,,,,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"2 rue Palatine, 75006 Paris",48.850827,2.335586,2 Rue Palatine 75006 Paris,0.9626872727272726,,housenumber,75106_7014_00002,2,2 Rue Palatine,Rue Palatine,75006,Paris,"75, Paris, Île-de-France",75106,,,Paris 6e Arrondissement,ok
"16, rue de Clichy, 75009 Paris",48.878381,2.330067,16 Rue de Clichy 75009 Paris,0.9748663636363637,0.7006567448680352,housenumber,75109_2116_00016,16,16 Rue de Clichy,Rue de Clichy,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
"101 Allée Charles Bonome, 06460 Saint-vallier-de-thiey",43.700356,6.848674,101 Allée Charles Bonome 06460 Saint-Vallier-de-Thiey,0.9502563636363636,,housenumber,06130_0150_00101,101,101 Allée Charles Bonome,Allée Charles Bonome,06460,Saint-Vallier-de-Thiey,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06130,,,,ok
"20 avenue Général de Gaulle, 91160 Longjumeau",48.695547,2.298761,20 Avenue du Général de Gaulle 91160 Longjumeau,0.9072705533596838,,housenumber,91345_0730_00020,20,20 Avenue du Général de Gaulle,Avenue du Général de Gaulle,91160,Longjumeau,"91, Essonne, Île-de-France",91345,,,,ok
"1-5, place de la Libération, 93150 Le blanc mesnil",48.943472,2.466627,Place de la Libération 93150 Le Blanc-Mesnil,0.887048742746615,,street,93007_1545,,Place de la Libération,Place de la Libération,93150,Le Blanc-Mesnil,"93, Seine-Saint-Denis, Île-de-France",93007,,,,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"21 rue Yves Toudic, 75010 Paris",48.870642,2.363078,21 Rue Yves Toudic 75010 Paris,0.9723745454545454,0.8451209090909091,housenumber,75110_9988_00021,21,21 Rue Yves Toudic,Rue Yves Toudic,75010,Paris,"75, Paris, Île-de-France",75110,,,Paris 10e Arrondissement,ok
"35 rue Imbert Colomes, 69001 Lyon",45.771603,4.835128,35 Rue Imbert Colomès 69001 Lyon,0.9673845454545453,,housenumber,69381_3600_00035,35,35 Rue Imbert Colomès,Rue Imbert Colomès,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"20 avenue Général de Gaulle, 91160 Longjumeau",48.695547,2.298761,20 Avenue du Général de Gaulle 91160 Longjumeau,0.9072705533596838,,housenumber,91345_0730_00020,20,20 Avenue du Général de Gaulle,Avenue du Général de Gaulle,91160,Longjumeau,"91, Essonne, Île-de-France",91345,,,,ok
"145 rue saint Honoré, 75001 Paris",48.861848,2.340199,145 Rue Saint-Honoré 75001 Paris,0.9734536363636364,0.6508250776053215,housenumber,75101_8635_00145,145,145 Rue Saint-Honoré,Rue Saint-Honoré,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"2 rue Joséphine baker, 53000 Laval",48.08243,-0.791418,2 Rue Joséphine Baker 53000 Laval,0.9563936363636363,,housenumber,53130_3038_00002,2,2 Rue Joséphine Baker,Rue Joséphine Baker,53000,Laval,"53, Mayenne, Pays de la Loire",53130,,,,ok
"Pavillon Gabriel – Cour d’honneur du château, 78000 Versailles",48.811134,2.154707,Allée Gabriel Fauré 78000 Versailles,0.4288899173553719,0.4173360208643815,street,78646_1132,,Allée Gabriel Fauré,Allée Gabriel Fauré,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
"3 rue Pourquery de Boisserin, 84000 Avignon",43.94645,4.804598,3 Rue Pourquery de Boisserin 84000 Avignon,0.9641245454545454,,housenumber,84007_5177_00003,3,3 Rue Pourquery de Boisserin,Rue Pourquery de Boisserin,84000,Avignon,"84, Vaucluse, Provence-Alpes-Côte d'Azur",84007,,,,ok
"Esplanade Nelson Mandela, 93160 Noisy le grand",48.981453,2.271548,Esplanade Nelson Mandela 95600 Eaubonne,0.5534804448742747,0.5341308123791102,street,95203_1395,,Esplanade Nelson Mandela,Esplanade Nelson Mandela,95600,Eaubonne,"95, Val-d'Oise, Île-de-France",95203,,,,ok
"35 Avenue du 8 Mai 1945, 69160 Tassin la demi-lune",45.760343,4.771071,35 Avenue du 8 Mai 1945 69160 Tassin-la-Demi-Lune,0.968100909090909,,housenumber,69244_0440_00035,35,35 Avenue du 8 Mai 1945,Avenue du 8 Mai 1945,69160,Tassin-la-Demi-Lune,"69, Rhône, Auvergne-Rhône-Alpes",69244,,,,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"20 avenue Général de Gaulle, 91160 Longjumeau",48.695547,2.298761,20 Avenue du Général de Gaulle 91160 Longjumeau,0.9072705533596838,,housenumber,91345_0730_00020,20,20 Avenue du Général de Gaulle,Avenue du Général de Gaulle,91160,Longjumeau,"91, Essonne, Île-de-France",91345,,,,ok
"8 rue des Anciennes Mairies, 92000 Nanterre",48.891345,2.198129,8 Rue des Anciennes Mairies 92000 Nanterre,0.9696163636363636,,housenumber,92050_0066_00008,8,8 Rue des Anciennes Mairies,Rue des Anciennes Mairies,92000,Nanterre,"92, Hauts-de-Seine, Île-de-France",92050,,,,ok
"7 avenue des Frères Lumière, 44250 Saint-brévin-les-pins",47.233013,-2.150716,Avenue des Frères Lumière 44250 Saint-Brevin-les-Pins,0.9307417845117844,,street,44154_1098,,Avenue des Frères Lumière,Avenue des Frères Lumière,44250,Saint-Brevin-les-Pins,"44, Loire-Atlantique, Pays de la Loire",44154,,,,ok
"20 avenue Général de Gaulle, 91160 Longjumeau",48.695547,2.298761,20 Avenue du Général de Gaulle 91160 Longjumeau,0.9072705533596838,,housenumber,91345_0730_00020,20,20 Avenue du Général de Gaulle,Avenue du Général de Gaulle,91160,Longjumeau,"91, Essonne, Île-de-France",91345,,,,ok
"1 rue Lafayette, 67100 Strasbourg",48.562782,7.760818,1 Rue du Lazaret 67100 Strasbourg,0.6306705594405594,0.6258855432372504,housenumber,67482_3905_00001,1,1 Rue du Lazaret,Rue du Lazaret,67100,Strasbourg,"67, Bas-Rhin, Grand Est",67482,,,,ok
"20 avenue Général de Gaulle, 91160 Longjumeau",48.695547,2.298761,20 Avenue du Général de Gaulle 91160 Longjumeau,0.9072705533596838,,housenumber,91345_0730_00020,20,20 Avenue du Général de Gaulle,Avenue du Général de Gaulle,91160,Longjumeau,"91, Essonne, Île-de-France",91345,,,,ok
"Impasse de l'abbaye, 94100 Saint-maur",48.813078,2.475391,Impasse de l’Abbaye 94100 Saint-Maur-des-Fossés,0.7450159683794466,0.6709591304347826,street,94068_0010,,Impasse de l’Abbaye,Impasse de l’Abbaye,94100,Saint-Maur-des-Fossés,"94, Val-de-Marne, Île-de-France",94068,,,,ok
"20 avenue Général de Gaulle, 91160 Longjumeau",48.695547,2.298761,20 Avenue du Général de Gaulle 91160 Longjumeau,0.9072705533596838,,housenumber,91345_0730_00020,20,20 Avenue du Général de Gaulle,Avenue du Général de Gaulle,91160,Longjumeau,"91, Essonne, Île-de-France",91345,,,,ok
"78, rue Cardinet, 75017 Paris",48.884204,2.309259,78 Rue Cardinet 75017 Paris,0.9827790909090908,0.7859396480938415,housenumber,75117_1550_00078,78,78 Rue Cardinet,Rue Cardinet,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"7/9 rue des Petites Ecuries, 75010 Paris",48.873099,2.35331,9 Rue des Petites Ecuries 75010 Paris,0.9266640191387558,0.7393373150105708,housenumber,75110_7330_00009,9,9 Rue des Petites Ecuries,Rue des Petites Ecuries,75010,Paris,"75, Paris, Île-de-France",75110,,,Paris 10e Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"Pavillon Gabriel – Cour d’honneur du château, 78000 Versailles",48.811134,2.154707,Allée Gabriel Fauré 78000 Versailles,0.4288899173553719,0.4173360208643815,street,78646_1132,,Allée Gabriel Fauré,Allée Gabriel Fauré,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"9 rue des Juifs, 67000 Strasbourg",48.583129,7.751806,9 Rue des Juifs 67000 Strasbourg,0.9775663636363636,0.6107146934460886,housenumber,67482_3575_00009,9,9 Rue des Juifs,Rue des Juifs,67000,Strasbourg,"67, Bas-Rhin, Grand Est",67482,,,,ok
"9 rue des Juifs, 67000 Strasbourg",48.583129,7.751806,9 Rue des Juifs 67000 Strasbourg,0.9775663636363636,0.6107146934460886,housenumber,67482_3575_00009,9,9 Rue des Juifs,Rue des Juifs,67000,Strasbourg,"67, Bas-Rhin, Grand Est",67482,,,,ok
"Île Seguin, 92100 Boulogne billancourt",48.827741,2.234805,Cours de l'Ile Seguin 92100 Boulogne-Billancourt,0.7622158607350096,0.684688347107438,street,92012_8534,,Cours de l'Ile Seguin,Cours de l'Ile Seguin,92100,Boulogne-Billancourt,"92, Hauts-de-Seine, Île-de-France",92012,,,,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"145 rue saint Honoré, 75001 Paris",48.861848,2.340199,145 Rue Saint-Honoré 75001 Paris,0.9734536363636364,0.6508250776053215,housenumber,75101_8635_00145,145,145 Rue Saint-Honoré,Rue Saint-Honoré,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"11 Maison rouge, 44000 Nantes",47.212564,-1.552058,11 Allée de la Maison Rouge 44000 Nantes,0.6940015384615383,,housenumber,44109_5240_00011,11,11 Allée de la Maison Rouge,Allée de la Maison Rouge,44000,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,,ok
"21 quai des Antilles, 44200 Nantes",47.200629,-1.573706,21 Quai des Antilles 44300 Nantes,0.8652408556149732,0.49536429752066113,housenumber,44109_vfdesg_00021,21,21 Quai des Antilles,Quai des Antilles,44300,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"1 Avenue d'Alphasis, 35760 Saint grégoire",48.153044,-1.696336,1 Avenue d'Alphasis 35760 Saint-Grégoire,0.9509027272727272,0.6151082374768089,housenumber,35278_0251_00001,1,1 Avenue d'Alphasis,Avenue d'Alphasis,35760,Saint-Grégoire,"35, Ille-et-Vilaine, Bretagne",35278,,,,ok
"1 avenue de corbetta, 69960 Corbas",45.666541,4.895072,Avenue de Corbetta 69960 Corbas,0.9030281818181817,,street,69273_0345,,Avenue de Corbetta,Avenue de Corbetta,69960,Corbas,"69, Rhône, Auvergne-Rhône-Alpes",69273,,,,ok
"5 Rue du Général Giraud, 76360 Barentin",49.545243,0.952428,5 Rue du Général Giraud 76360 Barentin,0.9618627272727273,,housenumber,76057_2110_00005,5,5 Rue du Général Giraud,Rue du Général Giraud,76360,Barentin,"76, Seine-Maritime, Normandie",76057,,,,ok
"2 Route de Villeneuve, 50890 Condé sur vire",49.064971,-1.031498,2 Route de Villeneuve 50890 Condé-sur-Vire,0.953881818181818,,housenumber,50139_0910_00002,2,2 Route de Villeneuve,Route de Villeneuve,50890,Condé-sur-Vire,"50, Manche, Normandie",50139,50139,Condé-sur-Vire,,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"20 avenue Général de Gaulle, 91160 Longjumeau",48.695547,2.298761,20 Avenue du Général de Gaulle 91160 Longjumeau,0.9072705533596838,,housenumber,91345_0730_00020,20,20 Avenue du Général de Gaulle,Avenue du Général de Gaulle,91160,Longjumeau,"91, Essonne, Île-de-France",91345,,,,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"8 bis rue Saint Augustin, 06300 Nice",43.699328,7.279225,8bis Rue Saint-Augustin 06300 Nice,0.8950151948051948,0.7440579606879606,housenumber,06088_5705_00008_bis,8bis,8bis Rue Saint-Augustin,Rue Saint-Augustin,06300,Nice,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06088,,,,ok
"101 Allée Charles Bonome, 06460 Saint-vallier-de-thiey",43.700356,6.848674,101 Allée Charles Bonome 06460 Saint-Vallier-de-Thiey,0.9502563636363636,,housenumber,06130_0150_00101,101,101 Allée Charles Bonome,Allée Charles Bonome,06460,Saint-Vallier-de-Thiey,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06130,,,,ok
"Rue du lac, 35350 Saint coulomb",48.679319,-1.912826,Rue du Lac 35350 Saint-Coulomb,0.9511927272727271,,street,35263_0033,,Rue du Lac,Rue du Lac,35350,Saint-Coulomb,"35, Ille-et-Vilaine, Bretagne",35263,,,,ok
"1 boulevard Poissonnière, 75002 Paris",48.870556,2.347666,1 Boulevard Poissonnière 75002 Paris,0.962241818181818,0.63990331002331,housenumber,75102_7560_00001,1,1 Boulevard Poissonnière,Boulevard Poissonnière,75002,Paris,"75, Paris, Île-de-France",75102,,,Paris 2e Arrondissement,ok
"Place de la Madeleine, 75008 Paris",48.870062,2.324455,Place de la Madeleine 75008 Paris,0.9685063636363637,0.7248128229665071,street,75108_5891,,Place de la Madeleine,Place de la Madeleine,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"Place Martin Luther King, 76000 Rouen",49.442119,1.087268,Pl du Pasteur Martin Luther King 76000 Rouen,0.6588495164410058,,street,76540_5515,,Pl du Pasteur Martin Luther King,Pl du Pasteur Martin Luther King,76000,Rouen,"76, Seine-Maritime, Normandie",76540,,,,ok
"Chateau de Versailles, 78000 Versailles",48.800878,2.12262,Rue du Vieux Versailles 78000 Versailles,0.656504466403162,0.591943953488372,street,78646_3180,,Rue du Vieux Versailles,Rue du Vieux Versailles,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
"82 rue Marcel Bourdarias, 94140 Alfortville",48.8074,2.422626,Rue Marcel Bourdarias 94140 Alfortville,0.9063266075388027,,street,94002_6123,,Rue Marcel Bourdarias,Rue Marcel Bourdarias,94140,Alfortville,"94, Val-de-Marne, Île-de-France",94002,,,,ok
"45, rue la Boétie, 75008 Paris",48.873528,2.314195,45 Rue la Boétie 75008 Paris,0.9735745454545454,0.5421112416851441,housenumber,75108_5194_00045,45,45 Rue la Boétie,Rue la Boétie,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
